C08	44619673	35
C08	44619674	34
C08	44619675	34
C08	44619676	34
C08	44619677	34
C08	44619678	34
C08	44619679	34
C08	44619680	34
C08	44619681	34
C08	44619682	38
C08	44619683	38
C08	44619684	37
C08	44619685	37
C08	44619686	39
C08	44619687	39
C08	44619688	42
C08	44619689	43
C08	44619690	44
C08	44619691	44
C08	44619692	44
C08	44619693	44
C08	44619694	45
C08	44619695	45
C08	44619696	48
C08	44619697	49
C08	44619698	49
C08	44619699	49
C08	44619700	49
C08	44619701	49
C08	44619702	49
C08	44619703	49
C08	44619704	48
C08	44619705	52
C08	44619706	52
C08	44619707	54
C08	44619708	54
C08	44619709	54
C08	44619710	54
C08	44619711	54
C08	44619712	54
C08	44619713	54
C08	44619714	50
C08	44619715	50
C08	44619716	50
C08	44619717	50
C08	44619718	50
C08	44619719	50
C08	44619720	50
C08	44619721	50
C08	44619722	50
C08	44619723	50
C08	44619724	46
C08	44619725	46
C08	44619726	46
C08	44619727	46
C08	44619728	46
C08	44619729	46
C08	44619730	46
C08	44619731	46
C08	44619732	46
C08	44619733	45
C08	44619734	45
C08	44619735	45
C08	44619736	45
C08	44619737	45
C08	44619738	45
C08	44619739	45
C08	44619740	45
C08	44619741	39
C08	44619742	39
C08	44619743	39
C08	44619744	38
C08	44619745	38
C08	44619746	38
C08	44619747	38
C08	44619748	38
C08	44619749	38
C08	44619750	36
C08	44619751	39
C08	44619752	42
C08	44619753	42
C08	44619754	44
C08	44619755	44
C08	44619756	45
C08	44619757	81
C08	44619758	81
C08	44619759	85
C08	44619760	85
C08	44619761	85
C08	44619762	86
C08	44619763	86
C08	44619764	86
C08	44619765	86
C08	44619766	86
C08	44619767	86
C08	44619768	87
C08	44619769	87
C08	44619770	87
C08	44619771	87
C08	44619772	87
C08	44619773	87
C08	44619774	87
C08	44619775	87
C08	44619776	87
C08	44619777	84
C08	44619778	84
C08	44619779	91
C08	44619780	91
C08	44619781	91
C08	44619782	91
C08	44619783	91
C08	44619784	91
C08	44619785	93
C08	44619786	93
C08	44619787	93
C08	44619788	92
C08	44619789	92
C08	44619790	90
C08	44619791	90
C08	44619792	87
C08	44619793	87
C08	44619794	85
C08	44619795	85
C08	44619796	85
C08	44619797	85
C08	44619798	85
C08	44619799	85
C08	44619800	85
C08	44619801	85
C08	44619802	85
C08	44619803	86
C08	44619804	86
C08	44619805	86
C08	44619806	90
C08	44619807	90
C08	44619808	90
C08	44619809	90
C08	44619810	90
C08	44619811	90
C08	44619812	90
C08	44619813	90
C08	44619814	90
C08	44619815	90
C08	44619816	91
C08	44619817	91
C08	44619818	91
C08	44619819	91
C08	44619820	91
C08	44619821	91
C08	44619822	54
C08	44619823	53
C08	44619824	55
C08	44619825	55
C08	44619826	55
C08	44619827	58
C08	44619828	58
C08	44619829	58
C08	44619830	58
C08	44619831	58
C08	44619832	55
C08	44619833	55
C08	44619834	55
C08	44619835	55
C08	44619836	53
C08	44619837	53
C08	44619838	50
C08	44619839	49
C08	44619840	48
C08	44619841	48
C08	44619842	47
C08	44619843	47
C08	44619844	46
C08	44619845	46
C08	44619846	43
C08	44619847	42
C08	44619848	42
C08	44619849	42
C08	44619850	42
C08	44619851	42
C08	44619852	42
C08	44619853	42
C08	44619854	42
C08	44619855	38
C08	44619856	39
C08	44619857	36
C08	44619858	36
C08	44619859	36
C08	44619860	37
C08	44619861	37
C08	44619862	37
C08	44619863	37
C08	44619864	37
C08	44619865	37
C08	44619866	37
C08	44619867	37
C08	44619868	37
C08	44619869	37
C08	44619870	39
C08	44619871	44
C08	44619872	45
C08	44619873	45
C08	44619874	47
C08	44619875	47
C08	44619876	47
C08	44619877	47
C08	44619878	47
C08	44619879	47
C08	44619880	47
C08	44619881	47
C08	44619882	47
C08	44619883	47
C08	44619884	47
C08	44619885	47
C08	44619886	47
C08	44619887	47
C08	44619888	47
C08	44619889	47
C08	44619890	47
C08	44619891	47
C08	44619892	47
C08	44619893	47
C08	44619894	47
C08	44619895	47
C08	44619896	50
C08	44619897	50
C08	44619898	51
C08	44619899	51
C08	44619900	51
C08	44619901	48
C08	44619902	45
C08	44619903	48
C08	44619904	46
C08	44619905	46
C08	44619906	46
C08	44619907	46
C08	44619908	46
C08	44619909	42
C08	44619910	42
