C08	44619673	73
C08	44619674	73
C08	44619675	72
C08	44619676	72
C08	44619677	73
C08	44619678	71
C08	44619679	71
C08	44619680	71
C08	44619681	71
C08	44619682	70
C08	44619683	70
C08	44619684	70
C08	44619685	70
C08	44619686	69
C08	44619687	67
C08	44619688	67
C08	44619689	67
C08	44619690	66
C08	44619691	67
C08	44619692	67
C08	44619693	66
C08	44619694	68
C08	44619695	68
C08	44619696	68
C08	44619697	67
C08	44619698	67
C08	44619699	67
C08	44619700	67
C08	44619701	67
C08	44619702	67
C08	44619703	65
C08	44619704	65
C08	44619705	66
C08	44619706	63
C08	44619707	63
C08	44619708	65
C08	44619709	64
C08	44619710	64
C08	44619711	65
C08	44619712	65
C08	44619713	63
C08	44619714	61
C08	44619715	61
C08	44619716	61
C08	44619717	61
C08	44619718	61
C08	44619719	63
C08	44619720	61
C08	44619721	61
C08	44619722	62
C08	44619723	61
C08	44619724	60
C08	44619725	60
C08	44619726	59
C08	44619727	59
C08	44619728	59
C08	44619729	60
C08	44619730	60
C08	44619731	57
C08	44619732	57
C08	44619733	56
C08	44619734	55
C08	44619735	55
C08	44619736	55
C08	44619737	57
C08	44619738	56
C08	44619739	56
C08	44619740	56
C08	44619741	57
C08	44619742	56
C08	44619743	57
C08	44619744	57
C08	44619745	56
C08	44619746	57
C08	44619747	58
C08	44619748	59
C08	44619749	60
C08	44619750	60
C08	44619751	60
C08	44619752	59
C08	44619753	59
C08	44619754	59
C08	44619755	59
C08	44619756	61
C08	44619757	83
C08	44619758	81
C08	44619759	81
C08	44619760	82
C08	44619761	82
C08	44619762	81
C08	44619763	80
C08	44619764	80
C08	44619765	80
C08	44619766	79
C08	44619767	79
C08	44619768	81
C08	44619769	81
C08	44619770	81
C08	44619771	81
C08	44619772	81
C08	44619773	81
C08	44619774	82
C08	44619775	81
C08	44619776	82
C08	44619777	80
C08	44619778	79
C08	44619779	79
C08	44619780	79
C08	44619781	80
C08	44619782	80
C08	44619783	80
C08	44619784	79
C08	44619785	78
C08	44619786	78
C08	44619787	78
C08	44619788	78
C08	44619789	78
C08	44619790	77
C08	44619791	78
C08	44619792	77
C08	44619793	76
C08	44619794	77
C08	44619795	77
C08	44619796	77
C08	44619797	75
C08	44619798	75
C08	44619799	75
C08	44619800	73
C08	44619801	73
C08	44619802	74
C08	44619803	74
C08	44619804	72
C08	44619805	72
C08	44619806	73
C08	44619807	73
C08	44619808	73
C08	44619809	73
C08	44619810	72
C08	44619811	74
C08	44619812	72
C08	44619813	72
C08	44619814	72
C08	44619815	71
C08	44619816	71
C08	44619817	71
C08	44619818	70
C08	44619819	69
C08	44619820	68
C08	44619821	68
C08	44619822	43
C08	44619823	45
C08	44619824	46
C08	44619825	46
C08	44619826	46
C08	44619827	46
C08	44619828	47
C08	44619829	47
C08	44619830	47
C08	44619831	45
C08	44619832	45
C08	44619833	45
C08	44619834	46
C08	44619835	46
C08	44619836	46
C08	44619837	46
C08	44619838	46
C08	44619839	46
C08	44619840	47
C08	44619841	47
C08	44619842	47
C08	44619843	47
C08	44619844	47
C08	44619845	45
C08	44619846	45
C08	44619847	46
C08	44619848	46
C08	44619849	45
C08	44619850	45
C08	44619851	45
C08	44619852	46
C08	44619853	46
C08	44619854	46
C08	44619855	46
C08	44619856	45
C08	44619857	46
C08	44619858	45
C08	44619859	43
C08	44619860	42
C08	44619861	42
C08	44619862	41
C08	44619863	41
C08	44619864	41
C08	44619865	41
C08	44619866	41
C08	44619867	41
C08	44619868	41
C08	44619869	41
C08	44619870	39
C08	44619871	39
C08	44619872	39
C08	44619873	39
C08	44619874	41
C08	44619875	41
C08	44619876	41
C08	44619877	41
C08	44619878	41
C08	44619879	41
C08	44619880	42
C08	44619881	42
C08	44619882	42
C08	44619883	42
C08	44619884	42
C08	44619885	48
C08	44619886	51
C08	44619887	51
C08	44619888	49
C08	44619889	51
C08	44619890	52
C08	44619891	52
C08	44619892	51
C08	44619893	51
C08	44619894	51
C08	44619895	51
C08	44619896	50
C08	44619897	50
C08	44619898	49
C08	44619899	48
C08	44619900	48
C08	44619901	49
C08	44619902	49
C08	44619903	49
C08	44619904	49
C08	44619905	49
C08	44619906	49
C08	44619907	49
C08	44619908	49
C08	44619909	49
C08	44619910	50
C08	44619911	49
C08	44619912	49
C08	44619913	49
C08	44619914	49
C08	44619915	50
C08	44619916	50
C08	44619917	50
C08	44619918	50
C08	44619919	49
C08	44619920	50
C08	44619921	51
C08	44619922	51
C08	44619923	51
C08	44619924	51
C08	44619925	50
C08	44619926	50
C08	44619927	50
C08	44619928	50
C08	44619929	50
C08	44619930	50
C08	44619931	50
C08	44619932	49
C08	44619933	49
C08	44619934	49
C08	44619935	49
C08	44619936	50
C08	44619937	50
C08	44619938	50
C08	44619939	52
C08	44619940	51
C08	44619941	52
C08	44619942	51
C08	44619943	52
C08	44619944	51
C08	44619945	51
C08	44619946	51
C08	44619947	51
C08	44619948	51
C08	44619949	51
C08	44619950	50
C08	44619951	50
C08	44619952	50
C08	44619953	49
C08	44619954	49
C08	44619955	49
C08	44619956	50
C08	44619957	49
C08	44619958	49
C08	44619959	50
C08	44619960	50
C08	44619961	50
C08	44619962	48
C08	44619963	48
C08	44619964	49
C08	44619965	49
C08	44619966	49
C08	44619967	50
C08	44619968	50
C08	44619969	51
C08	44619970	51
C08	44619971	51
C08	44619972	51
C08	44619973	52
C08	44619974	50
C08	44619975	49
C08	44619976	49
C08	44619977	51
C08	44619978	51
C08	44619979	49
C08	44619980	51
C08	44619981	51
C08	44619982	51
C08	44619983	53
C08	44619984	54
C08	44619985	53
