# BLASTP 2.17.0+
# Query: caul3G04816.1
# Database: cauliflower_prot_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 19 hits found
caul3G04816.1	BroT22.C03g46310.1	99.259	135	1	0	1	135	1	135	1.05e-90	272
caul3G04816.1	BroT22.C01g37020.1	65.625	160	41	4	1	153	1	153	2.97e-55	181
caul3G04816.1	BroT22.C05g34960.1	64.103	156	46	3	1	153	1	149	1.06e-54	180
caul3G04816.1	BroT22.C08g39200.1	33.929	56	29	2	5	54	5	58	0.088	33.1
caul3G04816.1	BroT22.C01g05090.1	28.261	92	58	2	9	100	25	108	0.40	31.2
caul3G04816.1	BroT22.C05g16180.1	36.364	55	35	0	20	74	125	179	0.43	30.4
caul3G04816.1	BroT22.C07g41290.1	27.632	76	49	2	7	76	25	100	0.73	30.0
caul3G04816.1	BroT22.C03g71690.1	50.000	34	17	0	25	58	162	195	0.88	30.0
caul3G04816.1	BroT22.C05g09820.1	21.930	114	86	2	12	125	55	165	1.1	29.6
caul3G04816.1	BroT22.C05g31540.1	28.261	46	33	0	54	99	28	73	1.7	29.3
caul3G04816.1	BroT22.C04g23760.1	27.660	94	54	3	21	100	12	105	2.0	28.1
caul3G04816.1	BroT22.C05g09890.1	21.930	114	86	2	12	125	55	165	2.3	28.5
caul3G04816.1	BroT22.C07g52130.1	41.935	31	18	0	72	102	34	64	2.4	28.5
caul3G04816.1	BroT22.C01g13150.1	35.714	42	24	2	116	154	312	353	3.1	28.5
caul3G04816.1	BroT22.C01g47330.1	34.043	47	30	1	71	116	113	159	3.1	28.5
caul3G04816.1	BroT22.C02g15610.1	29.091	55	39	0	46	100	51	105	5.0	26.9
caul3G04816.1	BroT22.C02g33730.1	29.091	55	39	0	46	100	28	82	5.2	26.6
caul3G04816.1	BroT22.C04g11610.1	36.765	68	39	1	34	97	24	91	7.9	26.9
caul3G04816.1	BroT22.C04g53770.1	25.000	80	53	2	6	81	200	276	9.2	26.9
# BLAST processed 1 queries
