#13 matrices: 7 with percentages and 6 with gene counts

#Three different gene counts:
# DISTINCT  : always count a maximum 1
# SEMI      : Counts gene copies of genome A up to number of copies in genome B.
# EVERYTHING: Count all genes of genome A as long as the other genome has a copy.

#Percentages of genes shared between two genomes. Gene counts are divided either by the sum of one or both genomes
#1 Percentage SEMI gene counts. Derived from #11 & #12
#2 Percentage SEMI gene counts, genome left column. Derived from #11 & #11 diagonal
#3 Percentage DISTINCT gene counts. Derived from #7 & #8
#4 Percentage DISTINCT based on genome in left column. Derived from #7 & #7 diagonal
#5 Percentage informative DISTINCT based on both genomes. Derived from #9 & #10
#6 Percentage EVERYTHING gene counts based on genome in left column. Derived from #13 & #13 diagonal

#Gene counts between two genomes
#7 shared DISTINCT genes
#8 unshared DISTINCT genes
#9 shared informative DISTINCT genes
#10 unshared informative DISTINCT genes
#11 SEMI shared genes
#12 SEMI unshared genes
#13 EVERYTHING shared genes


#1 Percentage based on SEMI gene counts of both genomes (#11 & #12)
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,49.31,46.85,50.00,49.31,50.03,48.85,49.36,50.72,51.32,50.33,49.09,49.42
10,49.31,0,51.55,53.45,51.74,55.25,53.34,53.53,54.39,53.69,52.81,54.24,55.46
11,46.85,51.55,0,51.88,50.35,51.86,51.66,52.24,51.77,51.65,51.55,51.71,51.47
12,50.00,53.45,51.88,0,57.57,54.63,53.64,54.19,54.08,56.29,53.84,53.78,53.46
13,49.31,51.74,50.35,57.57,0,52.82,52.36,52.93,54.10,56.48,52.11,51.95,52.15
2,50.03,55.25,51.86,54.63,52.82,0,54.64,54.15,56.29,54.43,53.38,54.29,55.63
3,48.85,53.34,51.66,53.64,52.36,54.64,0,53.15,53.30,54.07,52.39,53.83,53.86
4,49.36,53.53,52.24,54.19,52.93,54.15,53.15,0,52.93,53.77,53.43,53.38,53.71
5,50.72,54.39,51.77,54.08,54.10,56.29,53.30,52.93,0,56.72,53.14,53.41,55.34
6,51.32,53.69,51.65,56.29,56.48,54.43,54.07,53.77,56.72,0,53.56,53.55,54.22
7,50.33,52.81,51.55,53.84,52.11,53.38,52.39,53.43,53.14,53.56,0,52.61,53.25
8,49.09,54.24,51.71,53.78,51.95,54.29,53.83,53.38,53.41,53.55,52.61,0,54.36
9,49.42,55.46,51.47,53.46,52.15,55.63,53.86,53.71,55.34,54.22,53.25,54.36,0

#2 Percentage based on SEMI gene counts and the genome in the left column (#11 & diagonal #11)
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#3 Percentage based on DISTINCT gene counts of both genomes (#7 & #8)
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,50.83,48.96,51.44,51.04,51.68,50.41,50.84,52.38,52.90,51.91,50.65,50.92
10,50.83,0,53.54,54.59,53.00,56.57,54.67,54.73,55.59,54.80,53.98,55.43,56.64
11,48.96,53.54,0,53.72,52.32,53.92,53.64,54.15,53.76,53.54,53.54,53.63,53.39
12,51.44,54.59,53.72,0,58.73,55.76,54.77,55.30,55.33,57.29,54.96,54.89,54.54
13,51.04,53.00,52.32,58.73,0,54.11,53.72,54.21,55.42,57.83,53.30,53.21,53.36
2,51.68,56.57,53.92,55.76,54.11,0,56.05,55.45,57.62,55.62,54.54,55.57,56.93
3,50.41,54.67,53.64,54.77,53.72,56.05,0,54.28,54.58,55.15,53.62,55.10,55.06
4,50.84,54.73,54.15,55.30,54.21,55.45,54.28,0,54.12,54.91,54.60,54.53,55.01
5,52.38,55.59,53.76,55.33,55.42,57.62,54.58,54.12,0,58.04,54.24,54.63,56.53
6,52.90,54.80,53.54,57.29,57.83,55.62,55.15,54.91,58.04,0,54.71,54.72,55.34
7,51.91,53.98,53.54,54.96,53.30,54.54,53.62,54.60,54.24,54.71,0,53.71,54.38
8,50.65,55.43,53.63,54.89,53.21,55.57,55.10,54.53,54.63,54.72,53.71,0,55.61
9,50.92,56.64,53.39,54.54,53.36,56.93,55.06,55.01,56.53,55.34,54.38,55.61,0

#4 Percentage based on DISTINCT gene counts and the genome in the left column (#7 & diagonal #7)
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#5 Percentage based on informative DISTINCT gene counts of both genomes (#9 & #10)
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,59.02,58.04,59.24,58.90,59.67,58.86,59.24,60.40,60.89,60.71,59.13,58.87
10,59.02,0,61.96,61.40,59.66,63.89,62.37,62.28,62.59,61.54,61.53,63.25,64.10
11,58.04,61.96,0,61.67,60.12,62.06,62.42,62.90,61.74,61.35,62.30,62.39,61.53
12,59.24,61.40,61.67,0,65.84,62.40,61.95,62.43,61.75,63.90,62.18,62.08,61.10
13,58.90,59.66,60.12,65.84,0,60.60,60.84,61.27,61.98,64.66,60.34,60.22,59.84
2,59.67,63.89,62.06,62.40,60.60,0,63.63,62.76,64.58,62.12,61.82,63.04,64.05
3,58.86,62.37,62.42,61.95,60.84,63.63,0,62.08,61.75,62.29,61.43,63.20,62.57
4,59.24,62.28,62.90,62.43,61.27,62.76,62.08,0,61.05,61.85,62.46,62.37,62.36
5,60.40,62.59,61.74,61.75,61.98,64.58,61.75,61.05,0,64.77,61.33,61.79,63.43
6,60.89,61.54,61.35,63.90,64.66,62.12,62.29,61.85,64.77,0,61.76,61.77,61.92
7,60.71,61.53,62.30,62.18,60.34,61.82,61.43,62.46,61.33,61.76,0,61.52,61.75
8,59.13,63.25,62.39,62.08,60.22,63.04,63.20,62.37,61.79,61.77,61.52,0,63.21
9,58.87,64.10,61.53,61.10,59.84,64.05,62.57,62.36,63.43,61.92,61.75,63.21,0

#6 Percentage based on EVERYTHING gene counts and the genome in left column (#13 & diagonal #13)
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#7 shared DISTINCT genes
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,29629,29261,29553,29140,29851,29531,29537,29627,29834,30046,29753,29662
10,29629,0,34154,33873,32962,34879,34302,34154,33983,33685,33954,34741,35016
11,29261,34154,0,33908,33065,34205,34263,34305,33641,33566,34159,34392,34089
12,29553,33873,33908,0,34870,34232,34015,34056,33553,34325,34027,34196,33852
13,29140,32962,33065,34870,0,33303,33322,33351,33314,34249,33089,33246,33105
2,29851,34879,34205,34232,33303,0,34746,34333,34657,33899,34072,34687,35018
3,29531,34302,34263,34015,33322,34746,0,34039,33655,33894,33873,34678,34453
4,29537,34154,34305,34056,33351,34333,34039,0,33299,33625,34102,34275,34263
5,29627,33983,33641,33553,33314,34657,33655,33299,0,34309,33450,33808,34347
6,29834,33685,33566,34325,34249,33899,33894,33625,34309,0,33651,33857,33896
7,30046,33954,34159,34027,33089,34072,33873,34102,33450,33651,0,34041,34112
8,29753,34741,34392,34196,33246,34687,34678,34275,33808,33857,34041,0,34811
9,29662,35016,34089,33852,33105,35018,34453,34263,34347,33896,34112,34811,0

#8 unshared DISTINCT genes
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,28663,30501,27897,27955,27911,29054,28558,26938,26561,27835,28986,28588
10,28663,0,29640,28182,29236,26780,28437,28249,27151,27784,28944,27935,26805
11,30501,29640,0,29214,30132,29230,29617,29049,28937,29124,29636,29735,29761
12,27897,28182,29214,0,24502,27156,28093,27527,27093,25586,27880,28107,28215
13,27955,29236,30132,24502,0,28246,28711,28169,26803,24970,28988,29239,28941
2,27911,26780,29230,27156,28246,0,27241,27583,25495,27048,28400,27735,26493
3,29054,28437,29617,28093,28711,27241,0,28674,28002,27561,29301,28256,28126
4,28558,28249,29049,27527,28169,27583,28674,0,28230,27615,28359,28578,28022
5,26938,27151,28937,27093,26803,25495,28002,28230,0,24807,28223,28072,26414
6,26561,27784,29124,25586,24970,27048,27561,27615,24807,0,27858,28011,27353
7,27835,28944,29636,27880,28988,28400,29301,28359,28223,27858,0,29341,28619
8,28986,27935,29735,28107,29239,27735,28256,28578,28072,28011,29341,0,27786
9,28588,26805,29761,28215,28941,26493,28126,28022,26414,27353,28619,27786,0

#9 shared informative DISTINCT genes
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,29629,29261,29553,29140,29851,29531,29537,29627,29834,30046,29753,29662
10,29629,0,34154,33873,32962,34879,34302,34154,33983,33685,33954,34741,35016
11,29261,34154,0,33908,33065,34205,34263,34305,33641,33566,34159,34392,34089
12,29553,33873,33908,0,34870,34232,34015,34056,33553,34325,34027,34196,33852
13,29140,32962,33065,34870,0,33303,33322,33351,33314,34249,33089,33246,33105
2,29851,34879,34205,34232,33303,0,34746,34333,34657,33899,34072,34687,35018
3,29531,34302,34263,34015,33322,34746,0,34039,33655,33894,33873,34678,34453
4,29537,34154,34305,34056,33351,34333,34039,0,33299,33625,34102,34275,34263
5,29627,33983,33641,33553,33314,34657,33655,33299,0,34309,33450,33808,34347
6,29834,33685,33566,34325,34249,33899,33894,33625,34309,0,33651,33857,33896
7,30046,33954,34159,34027,33089,34072,33873,34102,33450,33651,0,34041,34112
8,29753,34741,34392,34196,33246,34687,34678,34275,33808,33857,34041,0,34811
9,29662,35016,34089,33852,33105,35018,34453,34263,34347,33896,34112,34811,0

#10 unshared informative DISTINCT genes
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,20570,21158,20337,20337,20173,20644,20319,19426,19159,19447,20562,20720
10,20570,0,20970,21295,22291,19715,20700,20683,20312,21055,21229,20184,19610
11,21158,20970,0,21077,21937,20915,20630,20233,20848,21145,20671,20734,21316
12,20337,21295,21077,0,18090,20624,20889,20494,20787,19390,20698,20889,21553
13,20337,22291,21937,18090,0,21656,21449,21078,20439,18716,21748,21963,22221
2,20173,19715,20915,20624,21656,0,19859,20372,19011,20674,21040,20339,19653
3,20644,20700,20630,20889,21449,19859,0,20791,20846,20515,21269,20188,20614
4,20319,20683,20233,20494,21078,20372,20791,0,21245,20740,20498,20681,20681
5,19426,20312,20848,20787,20439,19011,20846,21245,0,18659,21089,20902,19800
6,19159,21055,21145,19390,18716,20674,20515,20740,18659,0,20834,20951,20849
7,19447,21229,20671,20698,21748,21040,21269,20498,21089,20834,0,21295,21129
8,20562,20184,20734,20889,21963,20339,20188,20681,20902,20951,21295,0,20260
9,20720,19610,21316,21553,22221,19653,20614,20681,19800,20849,21129,20260,0

#11 shared SEMI genes
Genomes,1,10,11,12,13,2,3,4,5,6,7,8,9
1,0,31806,31427,31705,31253,32030,31691,31700,31852,32063,32228,31940,31822
10,31806,0,36603,36301,35371,37424,36757,36618,36552,36208,36414,37317,37569
11,31427,36603,0,36350,35474,36662,36741,36793,36143,36049,36586,36918,36531
12,31705,36301,36350,0,37465,36733,36475,36494,35999,36900,36460,36694,36274
13,31253,35371,35474,37465,0,35766,35738,35769,35836,36803,35522,35704,35522
2,32030,37424,36662,36733,35766,0,37250,36806,37278,36442,36582,37248,37554
3,31691,36757,36741,36475,35738,37250,0,36538,36164,36463,36311,37221,36957
