# BLASTP 2.17.0+
# Query: BroT22.C04g45760.1
# Database: Araport11_prot_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 23 hits found
BroT22.C04g45760.1	AT1G65630.1	66.016	512	164	4	120	629	52	555	0.0	682
BroT22.C04g45760.1	AT1G65630.1	34.234	111	41	3	2	80	3	113	8.65e-05	45.4
BroT22.C04g45760.1	AT5G36950.1	59.698	464	174	3	165	615	107	570	0.0	580
BroT22.C04g45760.1	AT1G65640.2	60.475	463	176	2	156	616	58	515	0.0	577
BroT22.C04g45760.1	AT3G16540.1	53.277	473	189	6	149	615	84	530	2.39e-165	484
BroT22.C04g45760.1	AT3G16550.1	51.592	471	205	5	149	614	47	499	1.40e-158	464
BroT22.C04g45760.1	AT5G40560.1	50.826	484	217	4	143	619	7	476	1.39e-156	459
BroT22.C04g45760.1	AT5G40200.1	43.923	469	247	4	169	621	124	592	3.03e-124	379
BroT22.C04g45760.1	AT2G47940.1	38.940	547	298	13	97	615	33	571	6.05e-113	351
BroT22.C04g45760.1	AT1G51150.1	51.553	161	77	1	164	324	50	209	2.21e-51	176
BroT22.C04g45760.1	AT5G54745.1	50.575	174	65	3	166	339	39	191	6.36e-49	169
BroT22.C04g45760.1	AT3G27925.1	27.036	307	176	14	196	478	154	436	4.05e-12	68.2
BroT22.C04g45760.1	AT5G39830.1	26.006	323	205	15	172	465	129	446	1.55e-10	63.5
BroT22.C04g45760.1	AT5G27660.2	27.016	248	158	10	199	427	149	392	1.78e-08	57.0
BroT22.C04g45760.1	AT4G18370.1	28.177	181	107	7	196	356	128	305	3.31e-05	46.2
BroT22.C04g45760.1	AT1G07950.2	30.303	99	42	4	510	606	97	170	1.5	30.8
BroT22.C04g45760.1	AT5G37160.1	39.286	56	27	3	24	79	297	345	1.5	31.6
BroT22.C04g45760.1	AT3G48080.1	29.333	75	52	1	210	283	475	549	2.1	31.2
BroT22.C04g45760.1	AT1G15415.1	25.000	68	46	1	202	264	9	76	4.0	28.5
BroT22.C04g45760.1	AT5G62760.1	26.667	45	33	0	539	583	424	468	6.4	29.6
BroT22.C04g45760.1	AT3G49140.1	35.417	48	28	1	184	231	42	86	8.0	29.3
BroT22.C04g45760.1	AT5G11800.1	23.485	132	80	2	88	212	88	205	8.9	29.3
BroT22.C04g45760.1	AT1G12960.1	37.500	32	20	0	199	230	65	96	10.0	27.3
# BLASTP 2.17.0+
# Query: BroT21.C04g40890.1
# Database: Araport11_prot_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 23 hits found
BroT21.C04g40890.1	AT1G65630.1	66.016	512	164	4	120	629	52	555	0.0	682
BroT21.C04g40890.1	AT1G65630.1	34.234	111	41	3	2	80	3	113	8.65e-05	45.4
BroT21.C04g40890.1	AT5G36950.1	59.698	464	174	3	165	615	107	570	0.0	580
BroT21.C04g40890.1	AT1G65640.2	60.475	463	176	2	156	616	58	515	0.0	577
BroT21.C04g40890.1	AT3G16540.1	53.277	473	189	6	149	615	84	530	2.39e-165	484
BroT21.C04g40890.1	AT3G16550.1	51.592	471	205	5	149	614	47	499	1.40e-158	464
BroT21.C04g40890.1	AT5G40560.1	50.826	484	217	4	143	619	7	476	1.39e-156	459
BroT21.C04g40890.1	AT5G40200.1	43.923	469	247	4	169	621	124	592	3.03e-124	379
BroT21.C04g40890.1	AT2G47940.1	38.940	547	298	13	97	615	33	571	6.05e-113	351
BroT21.C04g40890.1	AT1G51150.1	51.553	161	77	1	164	324	50	209	2.21e-51	176
BroT21.C04g40890.1	AT5G54745.1	50.575	174	65	3	166	339	39	191	6.36e-49	169
BroT21.C04g40890.1	AT3G27925.1	27.036	307	176	14	196	478	154	436	4.05e-12	68.2
BroT21.C04g40890.1	AT5G39830.1	26.006	323	205	15	172	465	129	446	1.55e-10	63.5
BroT21.C04g40890.1	AT5G27660.2	27.016	248	158	10	199	427	149	392	1.78e-08	57.0
BroT21.C04g40890.1	AT4G18370.1	28.177	181	107	7	196	356	128	305	3.31e-05	46.2
