# BLASTP 2.17.0+
# Query: BroT21.C04g14000.1
# Database: Araport11_prot_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
BroT21.C04g14000.1	AT1G65480.2	80.000	115	23	0	1	115	45	159	1.74e-64	195
BroT21.C04g14000.1	AT4G20370.1	78.689	122	24	1	1	122	1	120	2.20e-63	191
BroT21.C04g14000.1	AT5G62040.1	55.455	110	48	1	7	115	6	115	1.04e-41	135
BroT21.C04g14000.1	AT5G03840.1	55.556	108	48	0	7	114	10	117	3.55e-40	132
BroT21.C04g14000.1	AT2G27550.1	53.509	114	52	1	1	113	1	114	3.91e-38	126
BroT21.C04g14000.1	AT1G18100.1	45.794	107	57	1	7	113	6	111	3.03e-29	103
BroT21.C04g14000.1	AT1G68850.1	35.417	48	31	0	56	103	199	246	1.4	28.1
BroT21.C04g14000.1	AT5G48910.1	24.219	128	83	3	18	131	214	341	3.1	27.3
BroT21.C04g14000.1	AT3G06810.1	41.379	29	17	0	79	107	201	229	3.4	27.3
BroT21.C04g14000.1	AT5G06350.1	36.735	49	20	3	52	92	537	582	3.5	27.3
BroT21.C04g14000.1	AT3G04670.1	29.851	67	44	1	7	70	28	94	3.8	26.9
BroT21.C04g14000.1	AT3G03710.1	28.421	95	62	3	12	104	74	164	4.1	26.9
BroT21.C04g14000.1	AT1G08130.1	28.571	70	35	3	1	60	725	789	6.4	26.6
BroT21.C04g14000.1	AT1G30080.1	28.431	102	53	5	22	105	30	129	7.6	26.2
BroT21.C04g14000.1	AT1G62895.1	29.091	55	34	1	32	86	27	76	9.3	25.0
# BLASTP 2.17.0+
# Query: BroT22.C04g17760.1
# Database: Araport11_prot_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
BroT22.C04g17760.1	AT1G65480.2	80.000	115	23	0	1	115	45	159	1.74e-64	195
BroT22.C04g17760.1	AT4G20370.1	78.689	122	24	1	1	122	1	120	2.20e-63	191
BroT22.C04g17760.1	AT5G62040.1	55.455	110	48	1	7	115	6	115	1.04e-41	135
BroT22.C04g17760.1	AT5G03840.1	55.556	108	48	0	7	114	10	117	3.55e-40	132
BroT22.C04g17760.1	AT2G27550.1	53.509	114	52	1	1	113	1	114	3.91e-38	126
BroT22.C04g17760.1	AT1G18100.1	45.794	107	57	1	7	113	6	111	3.03e-29	103
BroT22.C04g17760.1	AT1G68850.1	35.417	48	31	0	56	103	199	246	1.4	28.1
BroT22.C04g17760.1	AT5G48910.1	24.219	128	83	3	18	131	214	341	3.1	27.3
BroT22.C04g17760.1	AT3G06810.1	41.379	29	17	0	79	107	201	229	3.4	27.3
BroT22.C04g17760.1	AT5G06350.1	36.735	49	20	3	52	92	537	582	3.5	27.3
BroT22.C04g17760.1	AT3G04670.1	29.851	67	44	1	7	70	28	94	3.8	26.9
BroT22.C04g17760.1	AT3G03710.1	28.421	95	62	3	12	104	74	164	4.1	26.9
BroT22.C04g17760.1	AT1G08130.1	28.571	70	35	3	1	60	725	789	6.4	26.6
BroT22.C04g17760.1	AT1G30080.1	28.431	102	53	5	22	105	30	129	7.6	26.2
BroT22.C04g17760.1	AT1G62895.1	29.091	55	34	1	32	86	27	76	9.3	25.0
# BLAST processed 2 queries
