#BLASTP
#Strictness for accepting hits was >= 65% sequence identity with >= 65% alignment length of input sequence length
#query	subject	identity	length	mismatches	gaps	alignment start query	alignment end query	alignment start subject	alignment end subject	evalue	bitscore	PASS minimum identity	PASS minimum alignment length	genome	sequence (number)	original sequence name	start coordinate	end coordinate	mRNA length (bp)	protein length (aa)	mRNA identifier	mRNA name	mRNA node identifier	homology group node identifier	gene identifier	gene name	gene node identifier

##sequence 1,>BolO_7g44450.1, 3453 length
BolO_7g44450.1	BolO_7g44450.1_genome_14	100.000	3453	0	0	1	3453	1	3453	0.0	7106	PASS	PASS	14	6	C07	47243863	47262740	18878	3453	BolO_7g44450.1	-	85414814	0	BolO_7g44450	-	85414813
BolO_7g44450.1	BroT02.C07g36570.1_genome_3	100.000	3453	0	0	1	3453	1	3453	0.0	7106	PASS	PASS	3	9	GWHDTWX00000009	46815156	46833594	18439	3453	BroT02.C07g36570.1	-	78696073	0	BroT02.C07g36570	-	78696072
BolO_7g44450.1	BroT08.C07g36690.1_genome_11	99.537	3453	16	0	1	3453	1	3453	0.0	7066	PASS	PASS	11	4	GWHDUBL00000004	47647816	47666252	18437	3453	BroT08.C07g36690.1	-	83273303	0	BroT08.C07g36690	-	83273302
BolO_7g44450.1	BroT17.C07g38670.1_genome_12	99.421	3453	20	0	1	3453	1	3453	0.0	7061	PASS	PASS	12	18	GWHDUBP00000018	48264912	48283356	18445	3453	BroT17.C07g38670.1	-	83891180	0	BroT17.C07g38670	-	83891179
BolO_7g44450.1	BroT10.C07g36930.1_genome_10	99.363	3453	22	0	1	3453	1	3453	0.0	7055	PASS	PASS	10	8	GWHDUBI00000008	49780378	49798865	18488	3453	BroT10.C07g36930.1	-	82881366	0	BroT10.C07g36930	-	82881365
BolO_7g44450.1	BroT07.C07g36570.1_genome_4	99.392	3453	21	0	1	3453	1	3453	0.0	7052	PASS	PASS	4	3	GWHDTYA00000003	46706447	46724934	18488	3453	BroT07.C07g36570.1	-	78900462	0	BroT07.C07g36570	-	78900461
BolO_7g44450.1	BroT21.C07g35200.1_genome_13	99.334	3453	23	0	1	3453	1	3453	0.0	7051	PASS	PASS	13	7	GWHDUBS00000007	42888041	42906490	18450	3453	BroT21.C07g35200.1	-	84715147	0	BroT21.C07g35200	-	84715146
BolO_7g44450.1	BroT12.C07g37240.1_genome_9	99.334	3453	23	0	1	3453	1	3453	0.0	7051	PASS	PASS	9	1	GWHDUBH00000001	49047892	49066342	18451	3453	BroT12.C07g37240.1	-	81802611	0	BroT12.C07g37240	-	81802610
BolO_7g44450.1	rna-XM_013742036.1_genome_1	99.248	3456	23	1	1	3453	1	3456	0.0	7051	PASS	PASS	1	7	NC_027754.1	37287378	37306296	18919	3456	rna-XM_013742036.1	XM_013742036.1	77173083	0	gene-LOC106305684	LOC106305684	77173082
BolO_7g44450.1	BroT19.C07g29650.1_genome_8	99.305	3453	24	0	1	3453	1	3453	0.0	7047	PASS	PASS	8	1	GWHDTYL00000001	43522831	43541280	18450	3453	BroT19.C07g29650.1	-	81169294	0	BroT19.C07g29650	-	81169293
BolO_7g44450.1	BroT24.C07g34880.1_genome_7	99.305	3453	24	0	1	3453	1	3453	0.0	7047	PASS	PASS	7	7	GWHDTYK00000007	43699831	43718280	18450	3453	BroT24.C07g34880.1	-	80979549	0	BroT24.C07g34880	-	80979548
BolO_7g44450.1	BroT13.C07g36750.1_genome_5	99.305	3453	24	0	1	3453	1	3453	0.0	7047	PASS	PASS	5	3	GWHDTYE00000003	48147547	48165996	18450	3453	BroT13.C07g36750.1	-	79519467	0	BroT13.C07g36750	-	79519466
BolO_7g44450.1	BroT22.C07g36440.1_genome_15	99.276	3453	25	0	1	3453	1	3453	0.0	7046	PASS	PASS	15	6	C07	47331658	47350106	18449	3453	BroT22.C07g36440.1	-	86017424	0	BroT22.C07g36440	-	86017423
BolO_7g44450.1	bro7G04208.1_genome_2	99.247	3453	26	0	1	3453	1	3453	0.0	7043	PASS	PASS	2	5	GWHBKLA00000005	46401080	46419933	18854	3453	bro7G04208.1	-	77787195	0	bro7G04208	-	77787194
BolO_7g44450.1	BroT06.C07g35200.1_genome_6	99.073	3453	30	1	1	3453	1	3451	0.0	7037	PASS	PASS	6	7	GWHDTYJ00000007	44306862	44325324	18463	3451	BroT06.C07g35200.1	-	80388138	0	BroT06.C07g35200	-	80388137
BolO_7g44450.1	BroT12.C08g12860.1_genome_9	22.701	881	557	27	1	837	1	801	8.68e-35	152	FAIL	FAIL	9	
BolO_7g44450.1	BroT12.C08g12860.1_genome_9	20.901	555	336	24	2637	3160	3274	3756	9.22e-05	53.1	FAIL	FAIL	9	
BolO_7g44450.1	BroT12.C08g12860.1_genome_9	19.677	310	190	7	3001	3302	3559	3817	0.036	44.7	FAIL	FAIL	9	
BolO_7g44450.1	BroT06.C08g12040.1_genome_6	22.588	881	558	27	1	837	1	801	9.63e-34	149	FAIL	FAIL	6	
BolO_7g44450.1	BroT06.C08g12040.1_genome_6	21.261	555	334	25	2637	3160	3274	3756	3.70e-05	54.3	FAIL	FAIL	6	
BolO_7g44450.1	BroT06.C08g12040.1_genome_6	19.677	310	190	7	3001	3302	3559	3817	0.035	44.7	FAIL	FAIL	6	
BolO_7g44450.1	BroT08.C08g12380.1_genome_11	22.588	881	558	27	1	837	1	801	1.07e-33	148	FAIL	FAIL	11	
BolO_7g44450.1	BroT08.C08g12380.1_genome_11	21.261	555	334	25	2637	3160	3274	3756	4.09e-05	54.3	FAIL	FAIL	11	
BolO_7g44450.1	BroT08.C08g12380.1_genome_11	19.677	310	190	7	3001	3302	3559	3817	0.035	44.7	FAIL	FAIL	11	
BolO_7g44450.1	BroT02.C08g13120.1_genome_3	22.588	881	558	27	1	837	1	801	1.07e-33	148	FAIL	FAIL	3	
BolO_7g44450.1	BroT02.C08g13120.1_genome_3	21.261	555	334	25	2637	3160	3274	3756	4.09e-05	54.3	FAIL	FAIL	3	
BolO_7g44450.1	BroT02.C08g13120.1_genome_3	19.677	310	190	7	3001	3302	3559	3817	0.035	44.7	FAIL	FAIL	3	
BolO_7g44450.1	BroT22.C08g12890.1_genome_15	22.588	881	558	27	1	837	1	801	1.17e-33	148	FAIL	FAIL	15	
BolO_7g44450.1	BroT22.C08g12890.1_genome_15	21.012	514	305	23	2676	3160	3315	3756	2.91e-04	51.6	FAIL	FAIL	15	
BolO_7g44450.1	BroT22.C08g12890.1_genome_15	19.677	310	190	7	3001	3302	3559	3817	0.037	44.3	FAIL	FAIL	15	
BolO_7g44450.1	BroT13.C08g12670.1_genome_5	22.588	881	558	27	1	837	1	801	1.17e-33	148	FAIL	FAIL	5	
BolO_7g44450.1	BroT13.C08g12670.1_genome_5	21.012	514	305	23	2676	3160	3315	3756	2.91e-04	51.6	FAIL	FAIL	5	
BolO_7g44450.1	BroT13.C08g12670.1_genome_5	19.677	310	190	7	3001	3302	3559	3817	0.037	44.3	FAIL	FAIL	5	
BolO_7g44450.1	BroT21.C08g12530.1_genome_13	22.588	881	558	27	1	837	1	801	1.21e-33	148	FAIL	FAIL	13	
BolO_7g44450.1	BroT21.C08g12530.1_genome_13	21.261	555	334	25	2637	3160	3274	3756	4.23e-05	54.3	FAIL	FAIL	13	
BolO_7g44450.1	BroT21.C08g12530.1_genome_13	19.677	310	190	7	3001	3302	3559	3817	0.039	44.3	FAIL	FAIL	13	
BolO_7g44450.1	BroT10.C08g12580.1_genome_10	22.474	881	559	27	1	837	1	801	3.38e-33	147	FAIL	FAIL	10	
BolO_7g44450.1	BroT10.C08g12580.1_genome_10	21.261	555	334	25	2637	3160	3274	3756	7.11e-05	53.5	FAIL	FAIL	10	
BolO_7g44450.1	BroT10.C08g12580.1_genome_10	19.677	310	190	7	3001	3302	3559	3817	0.037	44.3	FAIL	FAIL	10	
BolO_7g44450.1	BroT07.C08g12940.1_genome_4	22.247	881	561	27	1	837	1	801	5.98e-33	146	FAIL	FAIL	4	
BolO_7g44450.1	BroT07.C08g12940.1_genome_4	21.012	514	305	23	2676	3160	3315	3756	3.19e-04	51.2	FAIL	FAIL	4	
BolO_7g44450.1	BroT07.C08g12940.1_genome_4	19.677	310	190	7	3001	3302	3559	3817	0.038	44.3	FAIL	FAIL	4	
BolO_7g44450.1	BroT17.C08g14150.1_genome_12	22.247	881	561	27	1	837	1	801	7.02e-33	145	FAIL	FAIL	12	
BolO_7g44450.1	BroT17.C08g14150.1_genome_12	21.261	555	334	25	2637	3160	3274	3756	4.84e-05	53.9	FAIL	FAIL	12	
BolO_7g44450.1	BroT17.C08g14150.1_genome_12	19.677	310	190	7	3001	3302	3559	3817	0.038	44.3	FAIL	FAIL	12	
