#BLASTP
#Strictness for accepting hits was >= 65% sequence identity with >= 65% alignment length of input sequence length
#query	subject	identity	length	mismatches	gaps	alignment start query	alignment end query	alignment start subject	alignment end subject	evalue	bitscore	PASS minimum identity	PASS minimum alignment length	genome	sequence (number)	original sequence name	start coordinate	end coordinate	mRNA length (bp)	protein length (aa)	mRNA identifier	mRNA name	mRNA node identifier	homology group node identifier	gene identifier	gene name	gene node identifier

##sequence 1,>BolO_5g64870.1, 5077 length
BolO_5g64870.1	BolO_5g64870.1_genome_14	100.000	5077	0	0	1	5077	1	5077	0.0	10457	PASS	PASS	14	401	C05	59049850	59067175	17326	5077	BolO_5g64870.1	-	85307755	0	BolO_5g64870	-	85307754
BolO_5g64870.1	BroT10.C05g55390.1_genome_10	100.000	5077	0	0	1	5077	1	5077	0.0	10457	PASS	PASS	10	2	GWHDUBI00000002	56683897	56700958	17062	5077	BroT10.C05g55390.1	-	82525670	0	BroT10.C05g55390	-	82525669
BolO_5g64870.1	BroT02.C05g56110.1_genome_3	100.000	5077	0	0	1	5077	1	5077	0.0	10457	PASS	PASS	3	6	GWHDTWX00000006	61444059	61461120	17062	5077	BroT02.C05g56110.1	-	78481233	0	BroT02.C05g56110	-	78481232
BolO_5g64870.1	bro3G00102.1_genome_2	99.941	5077	3	0	1	5077	1	5077	0.0	10450	PASS	PASS	2	6	GWHBKLA00000006	2447321	2464699	17379	5077	bro3G00102.1	-	77814555	0	bro3G00102	-	77814554
BolO_5g64870.1	BroT06.C05g54790.1_genome_6	99.665	5077	17	0	1	5077	1	5077	0.0	10430	PASS	PASS	6	5	GWHDTYJ00000005	56069809	56086875	17067	5077	BroT06.C05g54790.1	-	80297342	0	BroT06.C05g54790	-	80297341
BolO_5g64870.1	BroT13.C05g54760.1_genome_5	99.665	5077	17	0	1	5077	1	5077	0.0	10430	PASS	PASS	5	1	GWHDTYE00000001	56392649	56409715	17067	5077	BroT13.C05g54760.1	-	79406865	0	BroT13.C05g54760	-	79406864
BolO_5g64870.1	BroT17.C05g55360.1_genome_12	99.606	5077	20	0	1	5077	1	5077	0.0	10423	PASS	PASS	12	16	GWHDUBP00000016	58076380	58093448	17069	5077	BroT17.C05g55360.1	-	83771968	0	BroT17.C05g55360	-	83771967
BolO_5g64870.1	BroT08.C05g56550.1_genome_11	99.448	5077	27	1	1	5077	1	5076	0.0	10410	PASS	PASS	11	5	GWHDUBL00000005	57901118	57918212	17095	5076	BroT08.C05g56550.1	-	83365187	0	BroT08.C05g56550	-	83365186
BolO_5g64870.1	BroT12.C05g56260.1_genome_9	99.271	5077	36	1	1	5077	1	5076	0.0	10388	PASS	PASS	9	8	GWHDUBH00000008	57030753	57047838	17086	5076	BroT12.C05g56260.1	-	82311517	0	BroT12.C05g56260	-	82311516
BolO_5g64870.1	BroT07.C05g56350.1_genome_4	99.271	5077	36	1	1	5077	1	5076	0.0	10388	PASS	PASS	4	1	GWHDTYA00000001	59697262	59714347	17086	5076	BroT07.C05g56350.1	-	78788408	0	BroT07.C05g56350	-	78788407
BolO_5g64870.1	rna-XM_013728085.1_genome_1	99.271	5077	36	1	1	5077	1	5076	0.0	10388	PASS	PASS	1	5	NC_027752.1	46461921	46479346	17426	5076	rna-XM_013728085.1	XM_013728085.1	77073451	0	gene-LOC106292487	LOC106292487	77073450
BolO_5g64870.1	BroT21.C05g53020.1_genome_13	99.232	5077	38	1	1	5077	1	5076	0.0	10385	PASS	PASS	13	5	GWHDUBS00000005	49664122	49681201	17080	5076	BroT21.C05g53020.1	-	84616225	0	BroT21.C05g53020	-	84616224
BolO_5g64870.1	BroT19.C05g56320.1_genome_8	99.232	5077	38	1	1	5077	1	5076	0.0	10385	PASS	PASS	8	7	GWHDTYL00000007	60099250	60116329	17080	5076	BroT19.C05g56320.1	-	81637352	0	BroT19.C05g56320	-	81637351
BolO_5g64870.1	BroT24.C05g54400.1_genome_7	99.232	5077	38	1	1	5077	1	5076	0.0	10385	PASS	PASS	7	5	GWHDTYK00000005	54960766	54977845	17080	5076	BroT24.C05g54400.1	-	80888213	0	BroT24.C05g54400	-	80888212
BolO_5g64870.1	BroT08.C05g55250.1_genome_11	67.622	349	51	10	1	347	14	302	5.03e-116	385	PASS	FAIL	11	
BolO_5g64870.1	BroT08.C05g55250.1_genome_11	67.647	34	11	0	1103	1136	302	335	1.20e-04	52.8	PASS	FAIL	11	
BolO_5g64870.1	BroT06.C05g53620.1_genome_6	67.622	349	51	10	1	347	14	302	1.29e-115	386	PASS	FAIL	6	
BolO_5g64870.1	BroT06.C05g53620.1_genome_6	67.647	34	11	0	1103	1136	302	335	1.16e-04	52.8	PASS	FAIL	6	
BolO_5g64870.1	BroT10.C05g54170.1_genome_10	67.908	349	50	10	1	347	14	302	2.27e-113	386	PASS	FAIL	10	
BolO_5g64870.1	BroT10.C05g54170.1_genome_10	67.647	34	11	0	1103	1136	302	335	1.24e-04	52.8	PASS	FAIL	10	
BolO_5g64870.1	BroT08.C05g55230.1_genome_11	46.407	334	102	7	3409	3737	111	372	2.90e-67	241	FAIL	FAIL	11	
BolO_5g64870.1	BroT08.C05g55230.1_genome_11	48.372	215	46	6	4153	4358	304	462	7.79e-38	154	FAIL	FAIL	11	
BolO_5g64870.1	BroT08.C05g55230.1_genome_11	85.714	56	8	0	2642	2697	1	56	6.91e-21	103	PASS	FAIL	11	
BolO_5g64870.1	BroT10.C05g54140.1_genome_10	67.123	146	30	4	3419	3559	1	133	6.47e-51	181	PASS	FAIL	10	
BolO_5g64870.1	BroT06.C05g53590.1_genome_6	67.123	146	30	4	3419	3559	1	133	6.47e-51	181	PASS	FAIL	6	
BolO_5g64870.1	BolO_5g63540.1_genome_14	55.621	169	20	4	4190	4358	1	114	1.54e-39	148	FAIL	FAIL	14	
BolO_5g64870.1	BroT10.C05g54130.1_genome_10	60.000	120	18	3	4239	4358	5	94	5.82e-32	125	FAIL	FAIL	10	
BolO_5g64870.1	BroT06.C05g53580.1_genome_6	60.000	120	18	3	4239	4358	5	94	5.82e-32	125	FAIL	FAIL	6	
BolO_5g64870.1	BroT10.C05g54150.1_genome_10	87.719	57	7	0	2642	2698	1	57	1.45e-25	106	PASS	FAIL	10	
BolO_5g64870.1	BroT06.C05g53600.1_genome_6	87.719	57	7	0	2642	2698	1	57	1.45e-25	106	PASS	FAIL	6	
BolO_5g64870.1	BroT21.C01g49510.1_genome_13	50.355	141	20	4	4227	4365	363	455	3.20e-22	107	FAIL	FAIL	13	
BolO_5g64870.1	BroT21.C01g49510.1_genome_13	39.310	145	39	4	3527	3671	264	359	1.73e-10	71.2	FAIL	FAIL	13	
BolO_5g64870.1	BroT21.C01g49510.1_genome_13	82.353	34	6	0	2664	2697	207	240	9.65e-08	62.4	PASS	FAIL	13	
BolO_5g64870.1	BroT21.C01g49530.1_genome_13	50.355	141	20	4	4227	4365	415	507	5.83e-22	107	FAIL	FAIL	13	
BolO_5g64870.1	BroT21.C01g49530.1_genome_13	39.310	145	39	4	3527	3671	316	411	2.59e-10	70.9	FAIL	FAIL	13	
BolO_5g64870.1	BroT21.C01g49530.1_genome_13	80.000	35	7	0	2663	2697	258	292	1.08e-07	62.4	PASS	FAIL	13	
BolO_5g64870.1	BroT24.C08g43460.1_genome_7	34.146	82	52	1	2577	2656	1355	1436	4.49e-05	54.7	FAIL	FAIL	7	
BolO_5g64870.1	BroT24.C08g20000.1_genome_7	30.952	84	56	1	2577	2658	1266	1349	5.58e-05	54.3	FAIL	FAIL	7	
BolO_5g64870.1	BroT07.C08g21890.1_genome_4	30.952	84	56	1	2577	2658	1266	1349	6.56e-05	53.9	FAIL	FAIL	4	
BolO_5g64870.1	BroT17.C08g22910.1_genome_12	30.952	84	56	1	2577	2658	1266	1349	6.61e-05	53.9	FAIL	FAIL	12	
BolO_5g64870.1	BroT22.C08g21140.1_genome_15	30.952	84	56	1	2577	2658	1266	1349	6.67e-05	53.9	FAIL	FAIL	15	
BolO_5g64870.1	BroT21.C08g20790.1_genome_13	30.952	84	56	1	2577	2658	1266	1349	6.67e-05	53.9	FAIL	FAIL	13	
