#BLASTN
#Strictness for accepting hits was >= 65% sequence identity with >= 65% alignment length of input sequence length
#query	subject	identity	length	mismatches	gaps	alignment start query	alignment end query	alignment start subject	alignment end subject	evalue	bitscore	PASS minimum identity	PASS minimum alignment length	genome	sequence (number)	original sequence name	start coordinate	end coordinate	mRNA length (bp)	protein length (aa)	mRNA identifier	mRNA name	mRNA node identifier	homology group node identifier	gene identifier	gene name	gene node identifier

##sequence 1,>NC_003076.8:c3179448-3173382 FLC [organism=Arabidopsis thaliana] [GeneID=830878] [chromosome=5], 6067 length
NC_003076.8:c3179448-3173382	11_8	78.202	890	125	43	5	857	2688925	2688068	3.76e-139	505	PASS	FAIL	11	
NC_003076.8:c3179448-3173382	10_7	78.202	890	125	43	5	857	2344739	2343882	3.76e-139	505	PASS	FAIL	10	
NC_003076.8:c3179448-3173382	13_2	77.964	894	125	44	6	857	2389251	2388388	8.14e-136	494	PASS	FAIL	13	
NC_003076.8:c3179448-3173382	14_2	78.046	870	124	38	5	837	2393890	2393051	1.36e-133	486	PASS	FAIL	14	
NC_003076.8:c3179448-3173382	12_23	78.046	870	124	38	5	837	2441718	2440879	1.36e-133	486	PASS	FAIL	12	
NC_003076.8:c3179448-3173382	12_23	83.193	238	35	4	74	307	70963595	70963831	2.55e-51	213	PASS	FAIL	12	
NC_003076.8:c3179448-3173382	6_2	78.046	870	124	38	5	837	2507952	2507113	1.36e-133	486	PASS	FAIL	6	
NC_003076.8:c3179448-3173382	5_8	78.046	870	124	38	5	837	2367063	2366224	1.36e-133	486	PASS	FAIL	5	
NC_003076.8:c3179448-3173382	4_8	78.046	870	124	38	5	837	2666769	2665930	1.36e-133	486	PASS	FAIL	4	
NC_003076.8:c3179448-3173382	3_1	77.666	891	130	42	5	857	2265919	2265060	2.28e-131	479	PASS	FAIL	3	
NC_003076.8:c3179448-3173382	13_3	79.609	716	104	27	6	698	2323515	2322819	2.95e-130	475	PASS	FAIL	13	
